,Artist,Song Name,GPE,Line,Line Before,Line After
1827,Ja Rule,Put It on Me,Coxsackie,"From Coxsackie to Folsom, I\'m loathsome","I bring beef to a closure, know something?","I scream out, ""Fuck the world,"" then I throw something"
1828,Ja Rule,Put It on Me,Folsom,"From Coxsackie to Folsom, I\'m loathsome","I bring beef to a closure, know something?","I scream out, ""Fuck the world,"" then I throw something"
1829,Grandmaster Caz,Put It on Me,Jersey,He said these people in Jersey got two for the game,"I said, Why? You ain\'t no emcee",They need a third so they picked me
1830,Grandmaster Caz,Put It on Me,China,Like a bull in a China shop,But at the head of the herd,Every line I drop
1831,Grandmaster Caz,Put It on Me,New York,"I think with my head, but I feel with my heart, nigga!4Embed"", 'Wild Style Subway Rap LyricsSouth Bronx, New York, what do I see?",Always first to start nigga,Kids growing up in the community
1832,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",Kids growing up in the community,Kids growing up in the community
1833,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Kids growing up in the community,Kids growing up in the community
1834,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York that\'s where I dwell","And tell me, where do I fit in?",To a lot of people it\'s a living hell
1835,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York that\'s where I dwell","And tell me, where do I fit in?",To a lot of people it\'s a living hell
1836,Grandmaster Caz,Put It on Me,earth,Everyone has a talent on the earth,Success is something we all want to taste,And you can take it or leave it for what it\'s worth
1837,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",,Talent rising out of the community
1838,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community
1839,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community
1840,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community
1841,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",,Talent rising out of the community
1842,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community
1843,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community
1844,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,Talent rising out of the community
1845,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",,Talent rising out of the community
1846,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",,Talent rising out of the community
1847,Grandmaster Caz,Put It on Me,South Bronx,"South Bronx, New York, what do I see?",Talent rising out of the community,"Talent rising out of the communityEmbed', 'Get Down Grandmaster Lyrics[Verse 1]"
1848,Grandmaster Caz,Put It on Me,New York,"South Bronx, New York, what do I see?",Talent rising out of the community,"Talent rising out of the communityEmbed', 'Get Down Grandmaster Lyrics[Verse 1]"
1849,Grandmaster Caz,Put It on Me,Bronx River Center,"Black Door, the P.A.L., and Bronx River Center","The T-Connection, the Renny, the list goes on","When you first heard of rap, that\'s where you went"
1850,Grandmaster Caz,Put It on Me,wildstyle,"Enter the gate, to the wildstyle state","Rock the town, with the wildstyle sound",Shock the nation with the wildstyle sensation
1851,Grandmaster Caz,Put It on Me,New York,A funny thing happened in New York streets,Made everybody want to be a DJ,"Rhymes were being said, along with the beats"
1852,Fat Joe,What’s Luv?,Houston Rocket,"Dice game, eight trips, got a Houston Rocket from J Prince",Got eight chicks on eight molly's and they about to take eight trips,"She get it poppin, I'm a send her shopping and that ain't even my main bitch"
1853,Fat Joe,What’s Luv?,Sin City,"Sin City, K.O.D., hundred thousand all in one's","Wrote the dope had my dough, I'll be there, Five Jacksons","Versace jacket, Versace shoes, Versace shades, I got a thousand suns"
1854,Fat Joe,What’s Luv?,Harlem,"Call me Joey I'm a Bada$$, Harlem world like Baghdad","Yeah, WHOOP! WHOOP! WHOOP!","Come through with a black flag and Supreme Vans, the Half Cabs"
1855,Fat Joe,What’s Luv?,Baghdad,"Call me Joey I'm a Bada$$, Harlem world like Baghdad","Yeah, WHOOP! WHOOP! WHOOP!","Come through with a black flag and Supreme Vans, the Half Cabs"
1856,Fat Joe,What’s Luv?,Montana,[Verse 3: French Montana],,Han! Han! Han! Work
1857,Fat Joe,What’s Luv?,the South Bronx,To the South Bronx and I pop that; she call you for that ride back (Haan),"Benz drop my top back, your bitch look, I slide that","South Bronx we got it (got it), Joe Crack we got it (got it)"
1858,Fat Joe,What’s Luv?,South Bronx,"South Bronx we got it (got it), Joe Crack we got it (got it)",To the South Bronx and I pop that; she call you for that ride back (Haan),"Black card no limit ho, damn right we 'bout it"
1859,Fat Joe,What’s Luv?,Listennn,I make it rain on them hoes (Listennn!),"I make it rain, I make it rain (Oh!)",Oww!
1860,Fat Joe,What’s Luv?,Listennn,I make it rain on them hoes (Listennn!),"I make it rain, I make it rain (Oh!)",[Verse 2: Lil Wayne]
1861,Fat Joe,What’s Luv?,Southern California,"He never make it rain, like Southern California","Your boyfriend is lame, I make it rain on you","Where\'s your umbrella? Now, get your raincoat"
1862,Fat Joe,What’s Luv?,Six City,"I make it rain, I make it rain (Six City)","Better grab an umbrella (Diamonds, let\'s go!)",I\'m in this bitch with the Terror (Magic City)
1863,Fat Joe,What’s Luv?,Listennn,I make it rain on them hoes (Listennn!),"I make it rain, I make it rain (Oh!)",Oww!
1864,Fat Joe,What’s Luv?,Prive,"Throwin\' \'bout a hundred grand, we at Prive right now!","Got a handful of stacks, better grab an umbrella","I make it rain, I make it rain (Oh!)"
1865,Fat Joe,What’s Luv?,Harlem,"Uhh! Yeah, Harlem is back (TS)",[Intro: Mase & (Lil Jon)],Who in the world want a problem with that? (Fo\' real)
1866,Fat Joe,What’s Luv?,Harlem,I heard Harlem is back (You know we had to do the remix),Who in the world want a problem with that? (Fo\' real),Who in the world want a problem with that?
1867,Fat Joe,What’s Luv?,Harlem,"Uhh! Yeah, Harlem is back (Lil Jon nigga!)",(Yeah! Eminem nigga!),Who in the world want a problem with that? (Mason Betha!)
1868,Fat Joe,What’s Luv?,Harlem,I heard Harlem is back (Fat Joe!),Who in the world want a problem with that? (Mason Betha!),Who in the world want a problem with that? (Let\'s go!)
1869,Fat Joe,What’s Luv?,Ma$e,They beating on the DJ booth \'fore the Ma$e song,"You hot 16, I\'m a very great song","You play Clark Kent, you better have your cape on"
1870,Fat Joe,What’s Luv?,Harlem,You don\'t want no problems with Harlem,[Verse 2: Eminem & Lil Jon],You don\'t want no problems with the boogie-down Bronxster
1871,Fat Joe,What’s Luv?,White America,The model from White America,Original Don Dada of the blonde bottle,"Then Joe, the spokesperson for the Latino"
1872,Fat Joe,What’s Luv?,midwest,"The best from each coast, the midwest to the dirty-dirty",Including the percentages of the rest we don\'t,"Even further to Miami, all the way back to Californ-i-a"
1873,Fat Joe,What’s Luv?,Miami,"Even further to Miami, all the way back to Californ-i-a","The best from each coast, the midwest to the dirty-dirty",It\'d probably be best right now if I warn Dre (Yo Dre)
1874,Fat Joe,What’s Luv?,Dubai,Whenever you\'re in Dubai,Salam Aleikum Joe,We have a zoo in the house
1875,Fat Joe,What’s Luv?,Jay,"I\'m fly like Ye, get mines with Jay",Now ask Big Meech what he know about Joe,Got every pretty bitch tryna ride my wave
1876,Fat Joe,What’s Luv?,Oooooowwwww,"Oooooowwwww! (Ha ha, chyeah)","Yeah, got a new flex and I know I like it1Embed', ""Make It Rain Lyrics[Intro: Fat Joe & Lil Wayne]",Scotty (Chyeah)
1877,Fat Joe,What’s Luv?,South,Now why's everybody so mad at the South for?,[Verse 2: Fat Joe],"Change your style up, switch to southpaw"
1878,Fat Joe,What’s Luv?,Cali,"That ganja green, that Cali weed",My dirty bro sippin' that promethazine,A nigga lose his life tryna roll on me
1879,Fat Joe,What’s Luv?,Queensbridge,"Queensbridge, pay homage respect, Nas is a vet","Like that nigga said in Dead Presidents, ""Money to burn""","Acknowledge the rep, polish baguettes"
1880,Fat Joe,What’s Luv?,mi casa,"Ha, you ain\'t got no wins in mi casa","Just give me one try, now you know you done fucked up, right?",¿Qué te pasa? You ain\'t even in my clasa
1881,Fat Joe,What’s Luv?,Bronx,I\'m the kid out of the Bronx that\'ll stomp you to death like it didn\'t matter,"Soon as I chitter chatter, your shit\'ll shatter","I\'m even better than before, iller metaphors"
1882,Fat Joe,What’s Luv?,Vail,Me and Buffy spend every winter in Vail,"My face is pale, nah, I\'ve never been in jail",How many bitches have I slapped? Zero
1883,Fat Joe,What’s Luv?,France,"My middle name\'s Lance, my grandma\'s from France","I can\'t dance, I wear khaki pants",So maybe I\'m wack \'cause my skin ain\'t black
1884,Fat Joe,What’s Luv?,Vegas,"I’m talkin’ peoples and places, we make it light up like Vegas",Hundred bottles is better and they come in those cases,"Ugh, I swear this bitch is dumb as shit"
1885,Fat Joe,What’s Luv?,Russia,"Took a flight out to Russia, we even flew out her mother huh",Now that's dumber and dumber; how to take off a summer,Fuck you niggas talkin’ bout?
1886,Fat Joe,What’s Luv?,Jordan,"At the Rucker, I was about to bring Jordan out",Fuck you niggas talkin’ bout?,They want to get Coke wet cause of my fan base
1887,Fat Joe,What’s Luv?,Colliseum,Nerve of you all a crip is a Colliseum,"Hahahaha, coke up in her bra",Olajuwon nigga I just Akeem
1888,Fat Joe,What’s Luv?,New Orleans,Met her at the Esseses over there in New Orleans,You can call me Spalding or maybe even Rawlings,She said she kinda shy but her body keep callin’
1889,Fat Joe,What’s Luv?,the Carribean,"Niggas jump ship, Pirates of the Carribean","Yeah they keep callin’, I ain't even into them",Tell Wiz roll and smoke foggin’ my glasses
1890,Fat Joe,What’s Luv?,Dame este culo,"Dame este culo, mami",(You know what I mean) Mira,"(Give me my shit back, mira) Hey, yo"
1891,Fat Joe,What’s Luv?,Sicily,"Thun-thun, straight out of Sicily","You's a dime, I'm a key",Now back to the stash crib
1892,Fat Joe,What’s Luv?,Chesterfield,Puffin' on a Chesterfield,"Yes, and still I'm investin' mils on a hunch over lunch",Who want test the real scandalous?
1893,Fat Joe,What’s Luv?,Los Angeles,I'm at the Sands in Los Angeles,Who want test the real scandalous?,Plannin' hits with anonymous philanthropists
1894,Fat Joe,What’s Luv?,Bronx,For sweepin them floors in them Bronx apartments,Now it's skyblue Phantoms and stretch Maybachs,Mira esta que on that red carpet
1895,Fat Joe,What’s Luv?,Southbeach,The realest fresher from BX to Southbeach,Quite possibly,"I'mma always hold you down, girl"
1896,Big Daddy Kane,What’s Luv?,B.C.,So pick a B.C. date \'cause you\'re history,"Another victory, they can\'t get with me",I\'m the authentic poet to get lyrical
1897,Big Daddy Kane,What’s Luv?,England,"So where you from? England, you somebody great?","Even if you join the army, you still couldn\'t battle","You burning Scoob, ""I don\'t think so mate"""
1898,Big Daddy Kane,What’s Luv?,U.S.A.,Cause I rock the world from U.S.A. to Asia to Russia,"When I\'m thrusted, and all competition gets dusted","If your shit stinks I\'mma flush ya, then bust ya"
1899,Big Daddy Kane,What’s Luv?,Asia,Cause I rock the world from U.S.A. to Asia to Russia,"When I\'m thrusted, and all competition gets dusted","If your shit stinks I\'mma flush ya, then bust ya"
1900,Big Daddy Kane,What’s Luv?,Russia,Cause I rock the world from U.S.A. to Asia to Russia,"When I\'m thrusted, and all competition gets dusted","If your shit stinks I\'mma flush ya, then bust ya"
1901,Big Daddy Kane,What’s Luv?,Cali,Like a crazy man from Cali son,"If your shit stinks I\'mma flush ya, then bust ya","My jams be packed like a Farrakhan rally, what?"
1902,Big Daddy Kane,What’s Luv?,Rikers Isle,The Rugged Child lock shit down like Rikers Isle,"You know my style, I put the F in effin foul",And got more girls than a trailer load with Shabba
1903,Big Daddy Kane,What’s Luv?,Brooklyn,"The, incredible skills of the G from Brooklyn, big up kid","Uhh, the greatest nigga to touch it, you niggas can\'t fuck with","And ain\'t no eating me up, you fast fuckin with jigga"
1904,Big Daddy Kane,What’s Luv?,Kane'll,The entertainer and trainer and Kane'll get with it,"Be perfectly fitted, 'cause I'm committed",I go and flow and grow to let you know
1905,Big Daddy Kane,What’s Luv?,Salisbury,"How \'bout dinner, a Salisbury steak?""",I just got paid and I\'ll be very glad to treat you,"I said, ""Sorry Honey-Dip, but I already ate"""
1906,Big Daddy Kane,What’s Luv?,East,"East to the Benz, I slowly walked",Went for Tootie \'cause the girl was much older,Clearing out my throat so I cold start my smooth talk
1907,Big Daddy Kane,What’s Luv?,\'89,"Now, who flat top rules in \'89?",As I design the genuine line,[Hook x16]
1908,Big Daddy Kane,What’s Luv?,B.C.,So pick a B.C. date \'cause you\'re history,"Slowed the pace, so I had to start rushin\'","Here comes Kane, Scoob, Scrap, Jay, and Mister Cee"
1909,Big Daddy Kane,What’s Luv?,Abu,"Can\'t forget Supreme, Abu, MelQuan and Shabazz","Scrap Lover, and DJ Mister Cee","Wally D, and the rest of the brothers"
1910,Big Daddy Kane,What’s Luv?,New York,Tour from New York to South Dakota,"I\'m the rap promoter, I start to motor",Drink ginger ale or root beer soda
1911,Big Daddy Kane,What’s Luv?,South Dakota,Tour from New York to South Dakota,"I\'m the rap promoter, I start to motor",Drink ginger ale or root beer soda
1912,Big Daddy Kane,What’s Luv?,King Kong,I stomp \'em out just like I was King Kong,That\'s why the other MC\'s can\'t swing long,"Steppin\' on roaches, I get ferocious"
1913,Big Daddy Kane,What’s Luv?,Brooklyn,The Brooklyn style cause that is where I'm from,The rhymes they flow accordin' to the drum,You want the funk so let me give you some
1914,Big Daddy Kane,What’s Luv?,U.N.V.s,"N.U.T.s, like the U.N.V.s","If you try to disrespect, kid you can get these","I leave you down on your knees, down on your knee-hees!"
1915,Big Daddy Kane,What’s Luv?,the West Coast,And to my man Ice-T over on the West Coast,And to my good brothers EPMD,"Can\'t forget Kool Moe Dee, Busy Bee, MC Lyte, the Audio Two"
1916,Big Daddy Kane,What’s Luv?,New York,I walked barefoot from New York to Dallas,Well you ain\'t sayin nothin slick to a can of oil,Won for Pimp of the Year at the Caesar\'s Palace
1917,Big Daddy Kane,What’s Luv?,Dallas,I walked barefoot from New York to Dallas,Well you ain\'t sayin nothin slick to a can of oil,Won for Pimp of the Year at the Caesar\'s Palace
1918,Big Daddy Kane,What’s Luv?,the Atlantic Ocean,And drunk the waters in the Atlantic Ocean til that shit was dry,Made a big snowstorm on the 4th of July,I was makin money before Washington was put on a bill
1919,Big Daddy Kane,What’s Luv?,Washington,I was makin money before Washington was put on a bill,And drunk the waters in the Atlantic Ocean til that shit was dry,And I kicked Jack\'s ass and took his ho Jill
1920,Big Daddy Kane,What’s Luv?,New York,I made the streets of New York hot as a SAUNA,So bitches wouldn\'t have to go out and rob,And hung a Home Sweet Ho sign on every corner
1921,Big Daddy Kane,What’s Luv?,New York,Walk from New York to Los Angeles and throw the bones away,You gotta cook me a chicken and a half a day,You gotta be BORN BLIND and cannot see
1922,Big Daddy Kane,What’s Luv?,Los Angeles,Walk from New York to Los Angeles and throw the bones away,You gotta cook me a chicken and a half a day,You gotta be BORN BLIND and cannot see
1923,Big Daddy Kane,What’s Luv?,the East coast,"Like all the East coast, MCs of today",Give a little shout to the rappers that's out,From Run-D.M.C. on down to Kid'n'Play
