,Artist,Song Name,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
175,Nicki Minaj,Fuckin’ Problems,New York,"When you was in New York, you was fuckin\' a Yankee","Excuse me, honey, but nobody\'s in my lane","I was fuckin\' with base, I was pitchin\' to Franky","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.0387}",0.141,0.0,0.859,0.0387
176,Nicki Minaj,Fuckin’ Problems,New York,"When you was in New York, you was fuckin\' a Yankee","Excuse me, honey, but nobody\'s in my lane","I was fuckin\' with base, I was pitchin\' to Franky","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.0387}",0.141,0.0,0.859,0.0387
177,Nicki Minaj,Fuckin’ Problems,Queens,I be out in Queens on the back of four-,Fuck is my MAC concealer?,"Whee-whee-whee-whee-whee-whee-wheelers, I\'m a big deal","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",0.0,0.467,0.533,-0.5423
179,Nicki Minaj,Fuckin’ Problems,L.A.,"No, I\'m not Nipsey, not from L.A., but I got keys to the city",I got six cars and I also got rentals and all of \'em tinted,"I fuck it, I suck it, I beat it down, then she beat me to the ceilin\'","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
180,Nicki Minaj,Fuckin’ Problems,New York,Balling in New York like a motherfucking Knick,Young rich nigga hittin\' million dollar licks,"You better have them racks, you ever want to hear me spit","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.375,0.0,0.625,0.5574
186,Nicki Minaj,Fuckin’ Problems,Earth,Every last woman on Earth I\'ll kill off,"You don\'t like it, then peel off, bitch","And I still wouldn\'t fuck you, slut","{'neg': 0.309, 'neu': 0.488, 'pos': 0.203, 'compound': -0.3182}",0.203,0.309,0.488,-0.3182
187,Nicki Minaj,Fuckin’ Problems,Brooklyn,Got some niggas out in Brooklyn that\'ll off your top,"Well, bitch, if you ain\'t shittin\', then get off the pot","I hear the mumblin\', I hear the cacklin\'","{'neg': 0.255, 'neu': 0.604, 'pos': 0.141, 'compound': -0.4019}",0.141,0.255,0.604,-0.4019
197,DMX,Where the Hood At?,New York,"Like you don\'t know what our style is, New York niggas the wildest","I resort to violence, my niggas move in silence","My niggas is with it, you want it? Come and get it","{'neg': 0.52, 'neu': 0.48, 'pos': 0.0, 'compound': -0.7579}",0.0,0.52,0.48,-0.7579
202,DMX,Where the Hood At?,Bronx,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)","{'neg': 0.216, 'neu': 0.64, 'pos': 0.144, 'compound': -0.2263}",0.144,0.216,0.64,-0.2263
203,DMX,Where the Hood At?,Brooklyn,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)","{'neg': 0.216, 'neu': 0.64, 'pos': 0.144, 'compound': -0.2263}",0.144,0.216,0.64,-0.2263
204,DMX,Where the Hood At?,Harlem,"Yonkers, the Bronx (Uh), Brooklyn, Harlem (Come on)","The problems, the things we use to solve \'em (What?)","The hurt, the pain, the dirt, the rain (Uh)","{'neg': 0.216, 'neu': 0.64, 'pos': 0.144, 'compound': -0.2263}",0.144,0.216,0.64,-0.2263
206,DMX,Where the Hood At?,New York City,"New York City, know only way to play is gritty","In condominiums, overlooking our drug capers","I want cheddar, so we can front up in the 850","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
212,Dead Prez,Hip-Hop,Brooklyn,"I got a fly spot downtown: Brooklyn, New York","We could, roll some weed, play some records and talk","Now I know you think I wanna fuck, and no doubt","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.211,0.0,0.789,0.34
213,Dead Prez,Hip-Hop,New York,"I got a fly spot downtown: Brooklyn, New York","We could, roll some weed, play some records and talk","Now I know you think I wanna fuck, and no doubt","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.211,0.0,0.789,0.34
217,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Orange Ave, RBGs T-Town, who wanna ride",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
221,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Tee Town, who wanna ride",We got to get over,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
228,Dead Prez,Hip-Hop,Africa,"No, I wasn\'t born in Ghana, but Africa is my momma",[Verse 3: M-1],And I did not end up here from bad karma,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
231,Dead Prez,Hip-Hop,New York,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
232,Dead Prez,Hip-Hop,Cali,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
235,Dead Prez,Hip-Hop,New York,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
236,Dead Prez,Hip-Hop,Cali,"New York and Cali, F-L-A","Puerto Rico, Haiti, and J.A","Yo, it ain\'t \'bout where you stay.  It\'s ‘bout the motherland","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
237,Dead Prez,Hip-Hop,Africa,"Fuck what you heard, I'm from Africa",[Verse 1: M-1],This ain't no act it's mathematical,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
238,Dead Prez,Hip-Hop,Brooklyn,Brooklyn blown away and the world will have to speculate,"They push the wrong buttons, count down to detonate","This is what we learn in the streets, fuck a degree","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}",0.0,0.279,0.721,-0.4767
240,Dead Prez,Hip-Hop,Brooklyn,"Brooklyn, come on, come on","Tee Town, who wanna ride",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
244,Dead Prez,Hip-Hop,Africa,Was the enemy when it first came to Africa,"Imperialism, white power is the enemy",Snatched up the first African;,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.5423}",0.0,0.412,0.588,-0.5423
246,Dead Prez,Hip-Hop,West,"Livin in the wilderness of the West, we cold-hearted",Just one gun is all it take to get it started,,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",0.0,0.194,0.806,-0.34
247,Dead Prez,Hip-Hop,Jamaica,Think of the rich countryside on the land of Jamaica,Celebration of life ‘cause every day is a surprise,"Mountains, springs, and green acres","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.231,0.0,0.769,0.2732
249,El-P,Hip-Hop,La,La casa se me vino encima,Desperté sin ti (sin ti),"Pensándote, buscándote","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",0.0,0.474,0.526,-0.5574
250,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
251,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
252,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
253,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
254,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
255,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
256,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
257,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
258,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
260,El-P,Hip-Hop,casa,"Oye mami, vuelve a casa please","""El Capitán"" Yandel",Te necesito baby,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
261,El-P,Hip-Hop,La,La casa se me vino encima,Desperté sin ti,"Pensándote, buscándote","{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}",0.0,0.643,0.357,-0.5574
262,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
263,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
264,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
265,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
266,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
267,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
268,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
269,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
270,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","¿Dime cómo hago yo, si no te tengo?",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
275,El-P,Hip-Hop,Montana,Tony Montana chingándose a Elvira,"Dile que hoy yo ando con el lightsaber, como Obi-Wan (Ah, ah)",Ya e\' experta creando mentiras,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
346,El-P,Hip-Hop,La,La casa se me vino encima,Desperté sin ti (Sin ti),"Pensándote,\u2005buscándote\u2005(Oh-oh)","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",0.0,0.474,0.526,-0.5574
347,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
348,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasan, pasan","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
349,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
350,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
351,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
352,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
353,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
354,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
356,El-P,Hip-Hop,casa,"En esta casa, casa (Uoh-oh), no se me pasan, pasan (Uoh-oh)","Dime cómo hago yo, si no te tengo","Las ganas de poder despertar contigo (Oh-oh, oh)","{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
357,El-P,Hip-Hop,casa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
358,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
359,El-P,Hip-Hop,pasa,"En esta casa, casa, no se me pasa, pasa","Dime cómo hago yo, si no te tengo",Las ganas de poder despertar contigo,"{'neg': 0.212, 'neu': 0.577, 'pos': 0.212, 'compound': 0.0}",0.212,0.212,0.577,0.0
360,El-P,Hip-Hop,casa,"Oye mami, vuelve a casa please","""El Capitán"" Yandel",Te necesito baby,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
361,Chuck D,Hip-Hop,Philly,"Bring ya brain outside Philly, East to the West, North to the South",Serious sense of time and world geographics,"If you\'re black, we can\'t all be Big Willie (Never)","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.0772}",0.0,0.178,0.822,-0.0772
362,Chuck D,Hip-Hop,West,"Bring ya brain outside Philly, East to the West, North to the South",Serious sense of time and world geographics,"If you\'re black, we can\'t all be Big Willie (Never)","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.0772}",0.0,0.178,0.822,-0.0772
363,Chuck D,Hip-Hop,South,"Bring ya brain outside Philly, East to the West, North to the South",Serious sense of time and world geographics,"If you\'re black, we can\'t all be Big Willie (Never)","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.0772}",0.0,0.178,0.822,-0.0772
367,Chuck D,Hip-Hop,South,"About what\'s fatter, West coast, North, South or New York",I ducks the cakewalk and all that BS talk,"It don\'t matter, it don\'t matter","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
368,Chuck D,Hip-Hop,New York,"About what\'s fatter, West coast, North, South or New York",I ducks the cakewalk and all that BS talk,"It don\'t matter, it don\'t matter","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
378,Chuck D,Hip-Hop,Harlem,"Harlem that is, black gold","Newark, Watts, Uptown",Ghetto stell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
379,Chuck D,Hip-Hop,America,"We reserve the right to be nothing but men and womenEmbed', ""Chuck D’s Open Letter On Media, Messages & Pimps LyricsI really don’t know what constitutes for “relevant” coverage in HIP-HOP news in America these days, but I really want to give you all a heads up. As you know I’ve been through three passports, 76 countries on the regular in the name of Hip-Hop since 1987 and in 2010, although I’ve never stopped traveling the earth this year, I’ve seen, heard and felt some new things",I reserve the right to be nothing but a man,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
386,Chuck D,Hip-Hop,America,"HIP-HOP NEWS spreads like any other mainstream NEWS in America. The garbage that’s unfit to print has now floated on websites and blogs like sh*t. For example a rapper working in the community gets obscured while if that same rapper robbed a gas station he’d get top coverage and be label a “rapper” while getting his upcoming or current music somewhat put on blast, regardless of its quality which of course is subjective like any other art. RAP sites and blogs are mimicking the New York POST",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
391,Chuck D,Hip-Hop,New York,"Here in South Africa PUBLIC ENEMY has done crucial groundbreaking performances. Its the same level of smashing the house that we’ve done this year in Moscow, New York, Paris, London , Chicago and other places this year. This is not news We are not trying to prove any point other than to show that a classic work is timeless and doesn’t have a demographic per se. The Rolling Stones and U2 are NOT measured by mere tracks’ they are measured by the all-around event they present. The art of the performance has left Hip-Hop whereas somebody has led artists to do more performing off the stage than on it. The agenda here is to create artist exchange",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
393,Chuck D,Hip-Hop,London,"Here in South Africa PUBLIC ENEMY has done crucial groundbreaking performances. Its the same level of smashing the house that we’ve done this year in Moscow, New York, Paris, London , Chicago and other places this year. This is not news We are not trying to prove any point other than to show that a classic work is timeless and doesn’t have a demographic per se. The Rolling Stones and U2 are NOT measured by mere tracks’ they are measured by the all-around event they present. The art of the performance has left Hip-Hop whereas somebody has led artists to do more performing off the stage than on it. The agenda here is to create artist exchange",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
394,Chuck D,Hip-Hop,Chicago,"Here in South Africa PUBLIC ENEMY has done crucial groundbreaking performances. Its the same level of smashing the house that we’ve done this year in Moscow, New York, Paris, London , Chicago and other places this year. This is not news We are not trying to prove any point other than to show that a classic work is timeless and doesn’t have a demographic per se. The Rolling Stones and U2 are NOT measured by mere tracks’ they are measured by the all-around event they present. The art of the performance has left Hip-Hop whereas somebody has led artists to do more performing off the stage than on it. The agenda here is to create artist exchange",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
397,Chuck D,Hip-Hop,America,"You know damn well HIP-HOP in the USA has fell way the fuck off as the American dollar and much of America itself. Held up and dictated by White business lawyers, accountants in New York, and Los Angeles offices",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
398,Chuck D,Hip-Hop,New York,"You know damn well HIP-HOP in the USA has fell way the fuck off as the American dollar and much of America itself. Held up and dictated by White business lawyers, accountants in New York, and Los Angeles offices",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
400,Chuck D,Hip-Hop,Africa,"To dictate to a community and not even live or be with the people is offensive. VIACOMs reach into Africa to turn HIP-HOP in to Amerfrica, which is as exploitative as those slave-makers who carried us across on boats. The decisions made in a boardroom in New York City while these cats scurry to their high rises, and suburban mansions from cultural profiteering must stop. And I’m going to do something about it",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
401,Chuck D,Hip-Hop,New York City,"To dictate to a community and not even live or be with the people is offensive. VIACOMs reach into Africa to turn HIP-HOP in to Amerfrica, which is as exploitative as those slave-makers who carried us across on boats. The decisions made in a boardroom in New York City while these cats scurry to their high rises, and suburban mansions from cultural profiteering must stop. And I’m going to do something about it",,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
404,Chuck D,Hip-Hop,Texas,"Some got the nerve to live in Texas, Arizona, Cali, and not know",Walk on by and never say hi or consider them neighbors,"Even missing the cue in ""New Mexico""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
406,Chuck D,Hip-Hop,Cali,"Some got the nerve to live in Texas, Arizona, Cali, and not know",Walk on by and never say hi or consider them neighbors,"Even missing the cue in ""New Mexico""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
