,Artist,Song Name,release date,GPE,Line,Line Before,Line After,polarity,pos,neg,neu,compound
6753,Busta Rhymes,All Night,1998-12-15,West Coast,"To my East niggas, West Coast and dirty south",All night,We make ya wave your hands up high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6754,Busta Rhymes,All Night,1998-12-15,West Coast,"To my East niggas, West Coast and dirty south",All night,We make ya wave your hands up high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6755,Busta Rhymes,All Night,1998-12-15,West Coast,"To my East niggas, West Coast and dirty south",All night,We make ya wave your hands up high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6791,Busta Rhymes,Baggage Handlers,2001-11-27,Long Island,"Four hundred nineteen ounces, out in Long Island","Take your sweatpants off, fix your mascara","Twelve strong bitches that's real, who not scared of housing","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6793,Busta Rhymes,Bang,2000-06-20,New York,Ayo we done opened the floodgate for the new New York hot shit to come through bitch,Yeah Yeah,"(Turn it up come on, turn it up come on, turn it up come on, turn it up come on)","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",1.0,0.0,0.0,0.5267
6801,Busta Rhymes,Betta Stay Up In Your House,2013-12-12,Jersey,"Dirtiest, wordiest, Jersey it's",[Verse 2: Busta Rhymes & Rah Digga],"Wetter than a mile, I stalk like pedophiles","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6816,Busta Rhymes,Blown,2006-06-13,New York,Global bitches kill in New York way down to Senegal,"How we fuckin' shit up, trouble is at a minimal",,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.743}",0.0,0.474,0.526,-0.743
6827,Busta Rhymes,Butch & Sundance,2012-08-21,Brooklyn,"Markie, featuring me and the Brooklyn bad boy","The wolves are howling at the moon, your time will never come soon","The petty thoughts of the sanction when we rhyme, become void","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6829,Busta Rhymes,Call the Ambulance,2020-11-27,New York,Notorious from New York to New Orleans,H-2-O ridin round in same orbits,House come with the lake swimmin with dolphins,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6846,MF Doom,Angelz,2004-11-16,Brooklyn,Though it happened in the streets of Brooklyn,"Doreen, Skye and Kelly, Starky\'s Angels, Shaolin\'s finest",Plus I played the whip real low cause my face was woofin\',"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6859,MF Doom,Checkmate,2009-03-24,New York,A motherfucking earthquake just hit New York,In the year of 1994,You know what I\'m saying,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6891,Fetty Wap,Candy Lady (Freestyle),2018-06-06,Harlem,"Free the whole Harlem, nigga","Ayo, free my big bro, Slick","Cartel Lb, Fetty Wap","{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.398,0.0,0.602,0.5106
6896,Beastie Boys,3 the Hard Way,2009-08-25,Brooklyn,"Deep in Brooklyn, I rode the L's","And I\'m out1Embed', ""3 the Hard Way LyricsFresh dressed 'cause I shop at Modell's",Used to ride the D to beat the morning bell,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",0.0,0.104,0.896,-0.1027
6899,Beastie Boys,And Then I,2004-06-15,Brooklyn,"Go to Brooklyn, rock well","Take the one train, ride the double L","Jump the gun, call your bluff","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6900,Beastie Boys,An Open Letter to NYC,,Brooklyn,"Brooklyn, Bronx, Queens and Staten","And what you give is what you getEmbed"", ""An Open Letter to NYC LyricsListen, All You New Yorkers",From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6901,Beastie Boys,An Open Letter to NYC,,Bronx,"Brooklyn, Bronx, Queens and Staten","And what you give is what you getEmbed"", ""An Open Letter to NYC LyricsListen, All You New Yorkers",From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6905,Beastie Boys,An Open Letter to NYC,,Manhattan,From the Battery to the top of Manhattan,"Brooklyn, Bronx, Queens and Staten","Asian, Middle-Eastern and Latin","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6907,Beastie Boys,An Open Letter to NYC,,New York,"Black, White, New York you make it happen","Asian, Middle-Eastern and Latin","Brownstones, water towers, trees, skyscrapers","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6908,Beastie Boys,An Open Letter to NYC,,New York,"Dear New York, I hope you're doing well",And hit the Fulton Street Mall for the sneakers on my feet,I know a lot's happened and you've been through hell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6910,Beastie Boys,An Open Letter to NYC,,Brooklyn,"Brooklyn, Bronx, Queens, and Staten",Through your gates at Ellis Island we passed in droves,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6911,Beastie Boys,An Open Letter to NYC,,Bronx,"Brooklyn, Bronx, Queens, and Staten",Through your gates at Ellis Island we passed in droves,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6915,Beastie Boys,An Open Letter to NYC,,Manhattan,From the Battery to the top of Manhattan,"Brooklyn, Bronx, Queens, and Staten","Asian, Middle-Eastern and Latin","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6917,Beastie Boys,An Open Letter to NYC,,New York,"Black, White, New York you make it happen","Asian, Middle-Eastern and Latin",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6918,Beastie Boys,An Open Letter to NYC,,Manhattan,You know I'm reppin' Manhattan the best I can,Get my BVD's from VIM,Stopped off at Bleeker Bob's got thrown out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6920,Beastie Boys,An Open Letter to NYC,,Queensbridge,"From the South South Bronx, on out to Queensbridge",But everybody started looting when the light went off,From Hollis Queens right down to Bay Ridge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6924,Beastie Boys,An Open Letter to NYC,,New York,"Dear New York, this is a love letter",From 1010 WINS to Live At Five,To you and how you brought us together,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.6633}",0.425,0.0,0.575,0.6633
6925,Beastie Boys,An Open Letter to NYC,,Brooklyn,"Brooklyn, Bronx, Queens, and Staten",,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
6926,Beastie Boys,An Open Letter to NYC,,Bronx,"Brooklyn, Bronx, Queens, and Staten",,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
6930,Beastie Boys,An Open Letter to NYC,,Manhattan,From the Battery to the top of Manhattan,"Brooklyn, Bronx, Queens, and Staten","Asian, Middle-Eastern, and Latin","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6932,Beastie Boys,An Open Letter to NYC,,New York,"Black, White, New York you make it happen","Asian, Middle-Eastern, and Latin",Shout out the South Bronx where my mom hails from,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6934,Beastie Boys,An Open Letter to NYC,,Harlem,Right next to High Bridge across from Harlem,Shout out the South Bronx where my mom hails from,To the Grand Concourse where my mom and dad met,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6936,Beastie Boys,An Open Letter to NYC,,New York,"Dear New York, I know a lot has changed",Were lookin' pretty and gritty cause in the city we trust,"2 towers down, but you're still in the game","{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7579}",0.419,0.0,0.581,0.7579
6937,Beastie Boys,An Open Letter to NYC,,Brooklyn,"Brooklyn, Bronx, Queens, and Staten",,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
6938,Beastie Boys,An Open Letter to NYC,,Bronx,"Brooklyn, Bronx, Queens, and Staten",,From the Battery to the top of Manhattan,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
6942,Beastie Boys,An Open Letter to NYC,,Manhattan,From the Battery to the top of Manhattan,"Brooklyn, Bronx, Queens, and Staten","Asian, Middle-Eastern, and Latin","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6949,Beastie Boys,Brass Monkey,2008-01-01,Brooklyn,"I got a castle in Brooklyn, that\'s where I dwell","I drink Brass Monkey, and I rock well",[Hook],"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
6963,Nas,Cooky Puss (Censored Version),2007-06-26,America,"America the beautiful, gangsta\'s paradise",['10 Points Lyrics[Verse 1],"For a black man to be rich, you say we sacrifice our own family members","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6969,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours, nigga","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6970,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6971,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours, nigga","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6972,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6974,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours, nigga","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6975,Nas,2nd Childhood,2020-08-21,Queensbridge,"Resurrect through the birth of my seed, Queensbridge","N-A-S, Nas","Make everything right, get yours","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6984,Nas,40 Side,2001-12-18,America,"Until then, we gon' be thuggin'19Embed"", ""’91 Freestyle LyricsYo, this is Nas, the rebel to America","Plottin’ on our way that we can make a million, a billion","I load the clips 'til my lips are crass, cracked","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6985,Nas,92Y Interview,2021-12-24,NYC,I walk NYC dolo,Steve Stoute the commissioner nigga,The fuck,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6987,Nas,92Y Interview,2021-12-24,New York,Rise to the top of New York,It's the same process,Keep the digest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6990,Nas,96 Freestyle,2021-08-06,Queensbridge,My man Big Ice he lounging in Queensbridge,My man Georgie is lounging downstairs,And all you real cats know what time it is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
6995,Nas,96 Freestyle,2021-08-06,Queensbridge,We\'ll strike back Queensbridge style,"It\'s like that, you know it\'s like that",My mobb deep people is mad foul,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.6124}",0.455,0.0,0.545,0.6124
7014,Nas,America,2019-07-19,America,"Yo, it\'s like waking up, from a bad dream (America)","But who the fuck you think you talking to?4Embed', 'America Lyrics[Intro: Nas & Flo Simpson]","Just to figure out, you wasn\'t dreaming in the first place (no)","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6956}",0.0,0.268,0.732,-0.6956
7015,Nas,America,2019-07-19,America,"America (Americaaaaaa), pay attention","[Chorus: Nas, Flo Simpson & Both]","Wake up (Americaaaaaa), this is not what you think it is","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7016,Nas,America,2019-07-19,America,"America (Americaaaaaa), pay attention","Wake up (Americaaaaaa), this is not what you think it is",This is not what you think it is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7017,Nas,America,2019-07-19,America,"America (Americaaaaaa), pay attention","[Chorus: Nas, Flo Simpson & Both]","Wake up (Americaaaaaa), this is not what you think it is","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7018,Nas,America,2019-07-19,America,"America (Americaaaaaa), pay attention","Wake up (Americaaaaaa), this is not what you think it is",This is not what you think it is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7019,Nas,America,2019-07-19,America,"America (America, Americaaaaaa",This is not what you think it is,This is not what you think it is),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7020,Nas,America,2019-07-19,America,"America (America, Americaaaaaa",This is not what you think it is,This is not what you think it is),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7023,Nas,America,2019-07-19,America,"America (Americaaaaaa, Americaaaaaa)",[Chorus: Nas & Flo Simpson],America (Americaaaaaa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7026,Nas,America,2019-07-19,America,America (Americaaaaaa,"America (Americaaaaaa, Americaaaaaa)",This is not what you think it is),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7027,Nas,America,2019-07-19,America,"America (Americaaaaaa, ohh",This is not what you think it is),This is not what you think it is),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7028,Nas,American Way,1996-07-02,Manhattan,"Manhattan New York, I\'m tryna keep steamin\'","And they watch us, the spots an expensive place","It\'s good for the lungs, had plans for the evening","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7029,Nas,American Way,1996-07-02,New York,"Manhattan New York, I\'m tryna keep steamin\'","And they watch us, the spots an expensive place","It\'s good for the lungs, had plans for the evening","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7030,Nas,American Way,1996-07-02,Manhattan,"Manhattan New York, I\'m try\'na keep steamin\'","I sense good taste, and they watch us, the spots an expensive place","It\'s good for the lungs, had plans for the evening","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.209,0.0,0.791,0.4404
7031,Nas,American Way,1996-07-02,New York,"Manhattan New York, I\'m try\'na keep steamin\'","I sense good taste, and they watch us, the spots an expensive place","It\'s good for the lungs, had plans for the evening","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.209,0.0,0.791,0.4404
7038,Nas,American Way,1996-07-02,Brooklyn,"Brooklyn to Compton streets, Queens",Look at the time we see,Even the Congo needs dreams,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7047,Nas,A Queens Story,2008-07-15,Brooklyn,"Brooklyn keep on taking it, Manhattan keep on making it","Back in the days, they was sleeping on us",Trying to leave Queens out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7048,Nas,A Queens Story,2008-07-15,Manhattan,"Brooklyn keep on taking it, Manhattan keep on making it","Back in the days, they was sleeping on us",Trying to leave Queens out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7054,Nas,A Queens Story,2008-07-15,Queensbridge,Queensbridge unified all I ask for,"Get money, Manolo, welcome home Castro","Let\'s do it for DU, say what up to Snacks, yo","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.4588}",0.375,0.0,0.625,0.4588
7061,Nas,Back When,,New York,New York-New York-New York-New York,"""Warning-Warning-Warning-Warning",The sound-The sound-The sound,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7074,Nas,Beautiful Life,,New York,I never knew the time of death and maturity would sever my crew up in New York,It wasn't my fault,Barely survived,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.3089}",0.429,0.0,0.571,0.3089
7075,Nas,Be Right,,New York,"New York city in the early morning after a night of no electric power. What it did have in the dark streets was a wild outburst of crime. Arson, looting, mugging, and a thousand false fire alarms. At 9:34 last night it all went black","I don't wanna be right, hood star, we are1Embed"", ""Be Safe, Be Notorious Lyrics[Intro]",,"{'neg': 0.173, 'neu': 0.655, 'pos': 0.173, 'compound': 0.0}",0.173,0.173,0.655,0.0
7076,Nas,Be Right,,Bronx,"First time in Bronx history DJ's poppin' up, there's more mixin'",Now there's friction,Everybody wants to be Flash,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7077,Nas,Be Right,,Bronx,Up in the Bronx they forever strong,And he's campaignin' like he can't be stopped,Don't ever try to play 'em weak,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.4881}",0.41,0.0,0.59,0.4881
7080,Nas,Black Folks,,Queensbridge,Since the blackout in Queensbridge in '79,"I ain't seen as much death, nor seen as much crime","Everybody's a killer now; pimps, playas, and dons","{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.8126}",0.0,0.481,0.519,-0.8126
7087,Nas,Black President,,Queensbridge,"I bleed this from Queensbridge, now living with my feet up","Lending my poetical genius, to whoever may need it","Never defeated, so a president\'s needed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7088,Nas,Black President,,America,"America: surprise us and let a black man guide us, uhh",One of their own succeeding,,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.444,0.0,0.556,0.4939
7108,Nas,Blue Benz,2017-11-20,Jersey,"A Jersey penthouse, she used to pimp girls that would turn rich men out","Crazy, I knew this chick, she had a blue Benz",Her coke habits was so savage,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}",0.0,0.255,0.745,-0.34
7111,Nas,Blue Benz,2017-11-20,West Coast,"Just opened my new office, West Coast branch","And praise God, and pray we all prepared when He come for us","Place my teacup on the saucer, it's Esco, man","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.836}",0.524,0.0,0.476,0.836
7120,Akon,Against the Grain (Full),2020-07-31,America,"Cause, You're America's most wanted tonight",,And I will shout it out loud,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7121,Akon,Against the Grain (Full),2020-07-31,America,You're America's most wanted tonight,,I'll do my 25 to life,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7122,Akon,Against the Grain (Full),2020-07-31,America,"Cause, you're America's most wanted tonight",,And I will shout it out loud,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7123,Akon,Against the Grain (Full),2020-07-31,America,You're America's most wanted tonight,So we can dance the night away like it's your day,I'll do my 25 to life,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.2,0.0,0.8,0.3612
7124,Akon,Against the Grain (Full),2020-07-31,America,"Cause, You're America's most wanted tonight",,And I will shout it out loud,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7125,Akon,Against the Grain (Full),2020-07-31,America,You're America's most wanted tonight,,I'll do my 25 to life,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7126,Akon,Against the Grain (Full),2020-07-31,America,You're America's most wanted tonight,If I can have you by my side,I'll do my 25 to life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7127,Akon,Against the Grain (Full),2020-07-31,America,"Cause, You're America's most wanted tonight",,And I will shout it out loud,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0
7150,Akon,Boom Boom,2008-11-25,America,But she living in America,Mixed with a little bit of Africa,[Coro: Akon & Anitta],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7155,Akon,Boom Boom,2008-11-25,America,But she living in America,Mixed with a little bit of Africa,[Coro: Akon & Anitta],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7171,Necro,24 Shots,2001-11-13,Brooklyn,And took you through the brain of a Brooklyn kid that was thugging,My first radio coverage introduced you to being bludgeoned,Now I've got hundreds loving,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7183,Necro,AsBESTos,,Brooklyn,"Contusions on your skull, rep Brooklyn like a cugine","Got two pits playing salugi with your dick, volcanic like fuji","Shitbird, get beheaded like Nick Berg, deaded you herb, human flesh turd, blood red on the curb","{'neg': 0.212, 'neu': 0.513, 'pos': 0.276, 'compound': 0.0}",0.276,0.212,0.513,0.0
7187,Necro,Belligerent Gangsters,2004-09-21,Brooklyn,"Brooklyn to L.E.S, itching to smack you (H)","We're legendary, so kid don't doubt me (Y)","New York City, belligerent gangsters (C)","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.3343}",0.253,0.0,0.747,0.3343
7189,Necro,Belligerent Gangsters,2004-09-21,New York City,"New York City, belligerent gangsters (C)","Brooklyn to L.E.S, itching to smack you (H)",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7195,Necro,Blicky,2001-09-19,New York,"Yeah, I rep New York, kid","Murda' , lyrically, everything I touch",Fuck around and get snuffed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7196,Necro,Blicky,2001-09-19,Brooklyn,"Brooklyn up in the piece, who'll end up deceased?",Fuck around and get snuffed,"Run up on you wit' gats, the blicky buck you, then Peace","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",0.0,0.467,0.533,-0.5423
7205,Necro,Butcher Knife,2000-11-07,New York,I'll throw all the faggots in New York in a concentration camp,Now I'm feelin' the effects of the acid stamp,Any bitch I ever dated; I left degraded,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7209,Necro,CIYB (Chop Into Your Body),2005-07-04,Brooklyn,"My Brooklyn music's freshly baked, cook your flesh like steak","Verbal darts, machete sharp cut your body apart (slice)","Leave you beatin' cretin, Casino, Joe Pеsci fate","{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",0.0,0.208,0.792,-0.2732
7215,Necro,CORONAVIRUS PANDEMIC (SPREADING THE DISEASE),2001-11-13,New York,"Transfusion, asthma, hazmat suit, New York Gaza",Face the facts hard to fathom lungs spasm plasma,"Millions outta work, doctors in asbestos suits","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}",0.0,0.149,0.851,-0.1027
7218,Necro,Dedicated to the Trife,2020-06-08,Brooklyn,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.0,0.256,0.744,-0.4767
7219,Necro,Dedicated to the Trife,2020-06-08,Manhattan,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.0,0.256,0.744,-0.4767
7220,Necro,Dedicated to the Trife,2020-06-08,Bronx,To Bronx to Queens,From Brooklyn to Manhattan,To Shaolin and Strong Island,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7223,Necro,Dedicated to the Trife,2020-06-08,Brooklyn,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.0,0.256,0.744,-0.4767
7224,Necro,Dedicated to the Trife,2020-06-08,Manhattan,From Brooklyn to Manhattan,Get arrested and spend the whole night in central booking,To Bronx to Queens,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",0.0,0.256,0.744,-0.4767
7225,Necro,Dedicated to the Trife,2020-06-08,Bronx,To Bronx to Queens,From Brooklyn to Manhattan,To Shoalin and Strong Island,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
7229,Necro,Destined to Die,2007-09-11,New York,There's no escaping New York,Donate an organ and I'll make sure you die,Even if you fuckin' try,"{'neg': 0.295, 'neu': 0.53, 'pos': 0.174, 'compound': -0.3818}",0.174,0.295,0.53,-0.3818
7230,Necro,Destined to Die,2007-09-11,New York,"'cause you ain't shit, but salt and pepper to this New York stepper",As I fuckin' munch your corpse,"Kid you'll get swept up, like a dollar","{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.5719}",0.0,0.481,0.519,-0.5719
7232,Necro,Destined to Die,2007-09-11,New York,I'm reppin New York like Tema's warts,Bitch you'll choke and cough on cum then fuck a dwarf,I got your brain on the end of my fork - blendin the pork,"{'neg': 0.607, 'neu': 0.393, 'pos': 0.0, 'compound': -0.8957}",0.0,0.607,0.393,-0.8957
